time_ns,x,y,z,roll,pitch,yaw
1760679846636618211,-0.0502417,-1.35307e-07,0.0771112,-4.70891e-05,0.103984,3.92377e-05
1760679846637613796,-0.0502417,-1.35307e-07,0.0771112,-4.70891e-05,0.103984,3.92377e-05
1760679846638610653,-0.0502417,-1.2834e-07,0.0771112,-4.69965e-05,0.103984,3.92379e-05
1760679846640666106,-0.0502417,-1.21387e-07,0.0771112,-4.69039e-05,0.103984,3.9238e-05
1760679846641606727,-0.0502417,-1.21387e-07,0.0771112,-4.69039e-05,0.103984,3.9238e-05
1760679846646653323,-0.0502417,-1.07519e-07,0.0771112,-4.67194e-05,0.103984,3.92384e-05
1760679846647609714,-0.0502417,-1.00605e-07,0.0771112,-4.66275e-05,0.103984,3.92386e-05
1760679846648626419,-0.0502417,-9.37035e-08,0.0771112,-4.65356e-05,0.103984,3.92388e-05
1760679846649611534,-0.0502417,-9.37035e-08,0.0771112,-4.65356e-05,0.103984,3.92388e-05
1760679846650611508,-0.0502417,-8.68153e-08,0.0771112,-4.6444e-05,0.103984,3.9239e-05
1760679846651612894,-0.0502417,-8.68153e-08,0.0771112,-4.6444e-05,0.103984,3.9239e-05
1760679846652609892,-0.0502417,-7.994e-08,0.0771112,-4.63525e-05,0.103984,3.92392e-05
1760679846653768666,-0.0502417,-7.994e-08,0.0771112,-4.63525e-05,0.103984,3.92392e-05
1760679846655609953,-0.0502417,-7.30776e-08,0.0771112,-4.62612e-05,0.103984,3.92393e-05
1760679846656607141,-0.0502417,-6.62282e-08,0.0771112,-4.61701e-05,0.103984,3.92395e-05
1760679846657607586,-0.0502417,-6.62282e-08,0.0771112,-4.61701e-05,0.103984,3.92395e-05
1760679846658608681,-0.0502417,-5.93916e-08,0.0771112,-4.60791e-05,0.103984,3.92397e-05
1760679846659608484,-0.0502417,-5.93916e-08,0.0771112,-4.60791e-05,0.103984,3.92397e-05
1760679846660607115,-0.0502417,-5.2568e-08,0.0771112,-4.59883e-05,0.103984,3.92399e-05
1760679846661609113,-0.0502417,-5.2568e-08,0.0771112,-4.59883e-05,0.103984,3.92399e-05
1760679846662607433,-0.0502417,-4.57571e-08,0.0771112,-4.58977e-05,0.103984,3.92401e-05
1760679846663607096,-0.0502417,-4.57571e-08,0.0771112,-4.58977e-05,0.103984,3.92401e-05
1760679846664606789,-0.0502417,-4.57571e-08,0.0771112,-4.58977e-05,0.103984,3.92401e-05
1760679846666606686,-0.0502417,-3.2174e-08,0.0771111,-4.5717e-05,0.103984,3.92404e-05
1760679846667602983,-0.0502417,-3.2174e-08,0.0771111,-4.5717e-05,0.103984,3.92404e-05
1760679846668604780,-0.0502417,-2.54017e-08,0.0771111,-4.56269e-05,0.103984,3.92406e-05
1760679846669610384,-0.0502417,-2.54017e-08,0.0771111,-4.56269e-05,0.103984,3.92406e-05
1760679846670609035,-0.0502417,-1.86421e-08,0.0771111,-4.55369e-05,0.103984,3.92408e-05
1760679846671607035,-0.0502417,-1.86421e-08,0.0771111,-4.55369e-05,0.103984,3.92408e-05
1760679846672607880,-0.0502417,-1.18952e-08,0.0771111,-4.54471e-05,0.103984,3.9241e-05
1760679846673607222,-0.0502417,-1.18952e-08,0.0771111,-4.54471e-05,0.103984,3.9241e-05
1760679846674610091,-0.0502417,-5.16113e-09,0.0771111,-4.53575e-05,0.103984,3.92412e-05
1760679846675606328,-0.0502417,-5.16113e-09,0.0771111,-4.53575e-05,0.103984,3.92412e-05
1760679846676606021,-0.0502417,-5.16113e-09,0.0771111,-4.53575e-05,0.103984,3.92412e-05
1760679846678605527,-0.0502417,8.26897e-09,0.0771111,-4.51788e-05,0.103984,3.92416e-05
1760679846679604298,-0.0502417,8.26897e-09,0.0771111,-4.51788e-05,0.103984,3.92416e-05
1760679846680606055,-0.0502417,1.4965e-08,0.0771111,-4.50897e-05,0.103984,3.92417e-05
1760679846681603754,-0.0502417,1.4965e-08,0.0771111,-4.50897e-05,0.103984,3.92417e-05
1760679846682606192,-0.0502417,2.16484e-08,0.0771111,-4.50008e-05,0.103984,3.92419e-05
1760679846683608771,-0.0502417,2.16484e-08,0.0771111,-4.50008e-05,0.103984,3.92419e-05
1760679846684609466,-0.0502417,2.83192e-08,0.0771111,-4.4912e-05,0.103984,3.92421e-05
1760679846685608748,-0.0502417,2.83192e-08,0.0771111,-4.4912e-05,0.103984,3.92421e-05
1760679846686607830,-0.0502417,3.49773e-08,0.0771111,-4.48234e-05,0.103984,3.92423e-05
1760679846687610018,-0.0502417,3.49773e-08,0.0771111,-4.48234e-05,0.103984,3.92423e-05
1760679846688609129,-0.0502417,3.49773e-08,0.0771111,-4.48234e-05,0.103984,3.92423e-05
1760679846689607350,-0.0502417,4.16229e-08,0.0771111,-4.4735e-05,0.103984,3.92425e-05
1760679846690610680,-0.0502417,4.82559e-08,0.0771111,-4.46468e-05,0.103984,3.92427e-05
1760679846692607441,-0.0502417,5.48764e-08,0.0771111,-4.45587e-05,0.103984,3.92428e-05
1760679846693604108,-0.0502417,5.48764e-08,0.0771111,-4.45587e-05,0.103984,3.92428e-05
1760679846694606777,-0.0502417,6.14843e-08,0.0771111,-4.44707e-05,0.103984,3.9243e-05
1760679846695607491,-0.0502417,6.14843e-08,0.0771111,-4.44707e-05,0.103984,3.9243e-05
1760679846696607675,-0.0502417,6.80797e-08,0.0771111,-4.4383e-05,0.103984,3.92432e-05
1760679846697608060,-0.0502417,6.80797e-08,0.0771111,-4.4383e-05,0.103984,3.92432e-05
1760679846705193073,-0.0502417,9.43369e-08,0.0771111,-4.40335e-05,0.103985,3.92439e-05
1760679846706613522,-0.0502417,1.0087e-07,0.0771111,-4.39466e-05,0.103985,3.92441e-05
1760679846707610109,-0.0502417,1.0087e-07,0.0771111,-4.39466e-05,0.103985,3.92441e-05
1760679846708611776,-0.0502417,1.07391e-07,0.0771111,-4.38598e-05,0.103985,3.92443e-05
1760679846709609165,-0.0502417,1.07391e-07,0.0771111,-4.38598e-05,0.103985,3.92443e-05
1760679846711615233,-0.0502417,1.13899e-07,0.0771111,-4.37732e-05,0.103985,3.92445e-05
1760679846712613263,-0.0502417,1.20396e-07,0.0771111,-4.36868e-05,0.103985,3.92447e-05
1760679846713611634,-0.0502417,1.20396e-07,0.0771111,-4.36868e-05,0.103985,3.92447e-05
1760679846717629712,-0.0502417,1.33351e-07,0.077111,-4.35143e-05,0.103985,3.9245e-05
1760679846718918122,-0.0502417,1.3981e-07,0.077111,-4.34284e-05,0.103985,3.92452e-05
1760679846719609611,-0.0502417,1.3981e-07,0.077111,-4.34284e-05,0.103985,3.92452e-05
1760679846720611338,-0.0502417,1.46257e-07,0.077111,-4.33426e-05,0.103985,3.92454e-05
1760679846721610130,-0.0502417,1.46257e-07,0.077111,-4.33426e-05,0.103985,3.92454e-05
1760679846722610213,-0.0502417,1.52692e-07,0.077111,-4.32569e-05,0.103985,3.92456e-05
1760679846724606684,-0.0502417,1.59115e-07,0.077111,-4.31715e-05,0.103985,3.92457e-05
1760679846725609833,-0.0502417,1.59115e-07,0.077111,-4.31715e-05,0.103985,3.92457e-05
1760679846729324097,-0.0502417,1.65525e-07,0.077111,-4.30861e-05,0.103985,3.92459e-05
1760679846730610462,-0.0502417,1.71923e-07,0.077111,-4.3001e-05,0.103985,3.92461e-05
1760679846731610957,-0.0502417,1.78309e-07,0.077111,-4.2916e-05,0.103985,3.92463e-05
1760679846732605450,-0.0502417,1.84683e-07,0.077111,-4.28312e-05,0.103985,3.92465e-05
1760679846733608029,-0.0502417,1.84683e-07,0.077111,-4.28312e-05,0.103985,3.92465e-05
1760679846734607120,-0.0502417,1.91045e-07,0.077111,-4.27465e-05,0.103985,3.92466e-05
1760679846735608727,-0.0502417,1.91045e-07,0.077111,-4.27465e-05,0.103985,3.92466e-05
1760679846736610063,-0.0502417,1.97394e-07,0.077111,-4.2662e-05,0.103985,3.92468e-05
1760679846737607091,-0.0502417,1.97394e-07,0.077111,-4.2662e-05,0.103985,3.92468e-05
1760679846738609199,-0.0502417,2.03732e-07,0.077111,-4.25776e-05,0.103985,3.9247e-05
