time_ns,q0,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11
1760679852958544381,-0.134514,1.22389,-2.72314,0.134538,1.22388,-2.72313,-0.481014,1.68073,-2.72398,0.481053,1.68019,-2.724
1760679852959651958,-0.134514,1.22389,-2.72314,0.134538,1.22388,-2.72313,-0.481014,1.68073,-2.72398,0.481053,1.68019,-2.724
1760679852960736943,-0.134514,1.22389,-2.72314,0.134537,1.22388,-2.72313,-0.481015,1.68073,-2.72398,0.481054,1.68019,-2.724
1760679852961832828,-0.134513,1.22389,-2.72314,0.134537,1.22388,-2.72313,-0.481015,1.68073,-2.72398,0.481054,1.68019,-2.724
1760679852962937650,-0.134513,1.22389,-2.72314,0.134537,1.22388,-2.72313,-0.481015,1.68073,-2.72398,0.481054,1.68019,-2.724
1760679852964034838,-0.134513,1.22389,-2.72314,0.134537,1.22388,-2.72313,-0.481015,1.68073,-2.72398,0.481054,1.68019,-2.724
1760679852965158966,-0.134513,1.22389,-2.72314,0.134537,1.22388,-2.72313,-0.481016,1.68072,-2.72398,0.481055,1.68019,-2.724
1760679852966244091,-0.134513,1.22389,-2.72314,0.134537,1.22388,-2.72313,-0.481016,1.68072,-2.72398,0.481055,1.68019,-2.724
1760679852967343463,-0.134513,1.22389,-2.72314,0.134537,1.22388,-2.72313,-0.481016,1.68072,-2.72398,0.481055,1.68019,-2.724
1760679852968442744,-0.134513,1.22389,-2.72314,0.134537,1.22388,-2.72313,-0.481016,1.68072,-2.72398,0.481055,1.68019,-2.724
1760679852969544821,-0.134513,1.22389,-2.72314,0.134536,1.22388,-2.72313,-0.481016,1.68072,-2.72398,0.481055,1.68018,-2.724
1760679852970650284,-0.134513,1.22389,-2.72314,0.134536,1.22388,-2.72313,-0.481016,1.68072,-2.72398,0.481055,1.68018,-2.724
1760679852971744035,-0.134513,1.22389,-2.72314,0.134536,1.22388,-2.72313,-0.481016,1.68072,-2.72398,0.481055,1.68018,-2.724
1760679852972840802,-0.134512,1.22389,-2.72314,0.134536,1.22388,-2.72313,-0.481017,1.68072,-2.72398,0.481056,1.68018,-2.724
1760679852974224322,-0.134512,1.22389,-2.72314,0.134536,1.22388,-2.72313,-0.481017,1.68072,-2.72398,0.481056,1.68018,-2.724
1760679852978730204,-0.134512,1.22389,-2.72314,0.134536,1.22388,-2.72313,-0.481017,1.68072,-2.72398,0.481056,1.68018,-2.724
1760679852979305153,-0.134512,1.22389,-2.72314,0.134536,1.22388,-2.72313,-0.481018,1.68072,-2.72398,0.481057,1.68018,-2.724
1760679852980695145,-0.134512,1.22389,-2.72314,0.134536,1.22388,-2.72313,-0.481018,1.68072,-2.72398,0.481057,1.68018,-2.724
1760679852980908629,-0.134512,1.22389,-2.72314,0.134535,1.22388,-2.72313,-0.481018,1.68071,-2.72398,0.481057,1.68018,-2.724
1760679852981945603,-0.134512,1.22389,-2.72314,0.134535,1.22388,-2.72313,-0.481018,1.68071,-2.72398,0.481057,1.68018,-2.724
1760679852983008065,-0.134512,1.22389,-2.72314,0.134535,1.22388,-2.72313,-0.481018,1.68071,-2.72398,0.481057,1.68018,-2.724
1760679852984122294,-0.134511,1.22389,-2.72314,0.134535,1.22388,-2.72313,-0.481018,1.68071,-2.72398,0.481058,1.68018,-2.724
1760679852985206337,-0.134511,1.22389,-2.72314,0.134535,1.22388,-2.72313,-0.481019,1.68071,-2.72398,0.481058,1.68017,-2.724
1760679852986308033,-0.134511,1.22389,-2.72314,0.134535,1.22388,-2.72313,-0.481019,1.68071,-2.72398,0.481058,1.68017,-2.724
1760679852987402566,-0.134511,1.22389,-2.72314,0.134535,1.22388,-2.72313,-0.481019,1.68071,-2.72398,0.481058,1.68017,-2.724
1760679852988500525,-0.134511,1.22389,-2.72314,0.134535,1.22388,-2.72313,-0.481019,1.68071,-2.72398,0.481058,1.68017,-2.724
1760679852989605347,-0.134511,1.22389,-2.72314,0.134535,1.22388,-2.72313,-0.481019,1.68071,-2.72398,0.481059,1.68017,-2.724
1760679852990704418,-0.134511,1.22389,-2.72314,0.134535,1.22388,-2.72313,-0.481019,1.68071,-2.72398,0.481059,1.68017,-2.724
1760679852991805503,-0.134511,1.22389,-2.72314,0.134534,1.22388,-2.72313,-0.48102,1.68071,-2.72398,0.481059,1.68017,-2.724
1760679852992910275,-0.134511,1.22389,-2.72314,0.134534,1.22388,-2.72313,-0.48102,1.68071,-2.72398,0.481059,1.68017,-2.724
1760679852994014406,-0.134511,1.22389,-2.72314,0.134534,1.22388,-2.72313,-0.48102,1.68071,-2.72398,0.481059,1.68017,-2.724
1760679852995109740,-0.134511,1.22389,-2.72314,0.134534,1.22388,-2.72313,-0.48102,1.68071,-2.72398,0.481059,1.68017,-2.724
1760679852996205705,-0.13451,1.22389,-2.72314,0.134534,1.22388,-2.72313,-0.48102,1.6807,-2.72398,0.48106,1.68017,-2.724
1760679852997305097,-0.13451,1.22389,-2.72314,0.134534,1.22388,-2.72313,-0.481021,1.6807,-2.72398,0.48106,1.68017,-2.72399
1760679852998408096,-0.13451,1.22389,-2.72314,0.134534,1.22388,-2.72313,-0.481021,1.6807,-2.72398,0.48106,1.68017,-2.72399
1760679852999499923,-0.13451,1.22389,-2.72314,0.134534,1.22388,-2.72313,-0.481021,1.6807,-2.72398,0.48106,1.68017,-2.72399
1760679853000627458,-0.13451,1.22389,-2.72314,0.134534,1.22388,-2.72313,-0.481021,1.6807,-2.72398,0.48106,1.68017,-2.72399
1760679853001707373,-0.13451,1.22389,-2.72314,0.134534,1.22388,-2.72313,-0.481021,1.6807,-2.72398,0.481061,1.68016,-2.72399
1760679853002818106,-0.13451,1.22389,-2.72314,0.134533,1.22388,-2.72313,-0.481022,1.6807,-2.72398,0.481061,1.68016,-2.72399
1760679853003907058,-0.13451,1.22389,-2.72314,0.134533,1.22388,-2.72313,-0.481022,1.6807,-2.72398,0.481061,1.68016,-2.72399
1760679853005005308,-0.13451,1.22389,-2.72314,0.134533,1.22388,-2.72313,-0.481022,1.6807,-2.72398,0.481061,1.68016,-2.72399
1760679853006112244,-0.13451,1.22389,-2.72314,0.134533,1.22388,-2.72313,-0.481022,1.6807,-2.72398,0.481061,1.68016,-2.72399
1760679853007194473,-0.134509,1.22389,-2.72314,0.134533,1.22388,-2.72313,-0.481022,1.6807,-2.72398,0.481061,1.68016,-2.72399
1760679853008298514,-0.134509,1.22389,-2.72314,0.134533,1.22388,-2.72313,-0.481022,1.6807,-2.72398,0.481061,1.68016,-2.72399
1760679853009388708,-0.134509,1.22389,-2.72314,0.134533,1.22388,-2.72313,-0.481023,1.6807,-2.72398,0.481062,1.68016,-2.72399
1760679853010490154,-0.134509,1.22389,-2.72314,0.134533,1.22388,-2.72313,-0.481023,1.6807,-2.72398,0.481062,1.68016,-2.72399
1760679853011584165,-0.134509,1.22389,-2.72314,0.134533,1.22388,-2.72313,-0.481023,1.68069,-2.72398,0.481062,1.68016,-2.72399
1760679853012688967,-0.134509,1.22389,-2.72314,0.134533,1.22388,-2.72313,-0.481023,1.68069,-2.72398,0.481062,1.68016,-2.72399
1760679853013781807,-0.134509,1.22389,-2.72314,0.134532,1.22388,-2.72313,-0.481023,1.68069,-2.72398,0.481062,1.68016,-2.72399
1760679853014876469,-0.134509,1.22389,-2.72314,0.134532,1.22388,-2.72313,-0.481023,1.68069,-2.72398,0.481063,1.68015,-2.72399
1760679853015974759,-0.134509,1.22389,-2.72314,0.134532,1.22388,-2.72313,-0.481023,1.68069,-2.72398,0.481063,1.68015,-2.72399
1760679853017075674,-0.134509,1.22389,-2.72314,0.134532,1.22388,-2.72313,-0.481023,1.68069,-2.72398,0.481063,1.68015,-2.72399
1760679853018143436,-0.134508,1.22389,-2.72314,0.134532,1.22388,-2.72313,-0.481024,1.68069,-2.72398,0.481063,1.68015,-2.72399
1760679853019240142,-0.134508,1.22389,-2.72314,0.134532,1.22388,-2.72313,-0.481024,1.68069,-2.72398,0.481063,1.68015,-2.72399
1760679853020348241,-0.134508,1.22389,-2.72314,0.134532,1.22388,-2.72313,-0.481024,1.68069,-2.72398,0.481063,1.68015,-2.72399
1760679853021440559,-0.134508,1.22389,-2.72314,0.134532,1.22388,-2.72313,-0.481024,1.68069,-2.72398,0.481064,1.68015,-2.72399
1760679853022544690,-0.134508,1.22389,-2.72314,0.134532,1.22388,-2.72313,-0.481024,1.68069,-2.72398,0.481064,1.68015,-2.72399
1760679853023635235,-0.134508,1.22389,-2.72314,0.134532,1.22388,-2.72313,-0.481025,1.68069,-2.72398,0.481064,1.68015,-2.72399
1760679853024686235,-0.134508,1.22389,-2.72314,0.134532,1.22388,-2.72313,-0.481025,1.68069,-2.72398,0.481064,1.68015,-2.72399
1760679853025793922,-0.134508,1.22389,-2.72314,0.134531,1.22388,-2.72313,-0.481025,1.68068,-2.72398,0.481064,1.68015,-2.72399
1760679853026887152,-0.134508,1.22389,-2.72314,0.134531,1.22388,-2.72313,-0.481025,1.68068,-2.72398,0.481064,1.68015,-2.72399
1760679853027995271,-0.134508,1.22389,-2.72314,0.134531,1.22388,-2.72313,-0.481025,1.68068,-2.72398,0.481065,1.68015,-2.72399
1760679853029107948,-0.134508,1.22389,-2.72314,0.134531,1.22388,-2.72313,-0.481025,1.68068,-2.72398,0.481065,1.68015,-2.72399
1760679853030208532,-0.134507,1.22389,-2.72314,0.134531,1.22388,-2.72313,-0.481026,1.68068,-2.72398,0.481065,1.68015,-2.72399
1760679853031297975,-0.134507,1.22389,-2.72314,0.134531,1.22388,-2.72313,-0.481026,1.68068,-2.72398,0.481065,1.68014,-2.72399
1760679853032408097,-0.134507,1.22389,-2.72314,0.134531,1.22388,-2.72313,-0.481026,1.68068,-2.72398,0.481065,1.68014,-2.72399
1760679853033498592,-0.134507,1.22389,-2.72314,0.134531,1.22388,-2.72313,-0.481026,1.68068,-2.72398,0.481066,1.68014,-2.72399
1760679853034604526,-0.134507,1.22389,-2.72314,0.134531,1.22388,-2.72313,-0.481026,1.68068,-2.72398,0.481066,1.68014,-2.72399
1760679853035703847,-0.134507,1.2239,-2.72314,0.13453,1.22388,-2.72313,-0.481026,1.68068,-2.72398,0.481066,1.68014,-2.72399
1760679853036800594,-0.134507,1.2239,-2.72314,0.13453,1.22388,-2.72313,-0.481027,1.68068,-2.72398,0.481066,1.68014,-2.72399
1760679853040846986,-0.134507,1.2239,-2.72314,0.13453,1.22388,-2.72313,-0.481027,1.68068,-2.72398,0.481066,1.68014,-2.72399
1760679853043326381,-0.134506,1.2239,-2.72314,0.13453,1.22388,-2.72313,-0.481027,1.68067,-2.72398,0.481067,1.68014,-2.72399
1760679853043354614,-0.134506,1.2239,-2.72314,0.13453,1.22388,-2.72313,-0.481027,1.68067,-2.72398,0.481067,1.68014,-2.72399
1760679853043656065,-0.134506,1.2239,-2.72314,0.13453,1.22388,-2.72313,-0.481028,1.68067,-2.72398,0.481067,1.68014,-2.72399
1760679853044681928,-0.134506,1.2239,-2.72314,0.13453,1.22388,-2.72313,-0.481028,1.68067,-2.72398,0.481067,1.68014,-2.72399
1760679853044786185,-0.134506,1.2239,-2.72314,0.13453,1.22388,-2.72313,-0.481028,1.68067,-2.72398,0.481067,1.68014,-2.72399
1760679853045885096,-0.134506,1.2239,-2.72314,0.13453,1.22388,-2.72313,-0.481028,1.68067,-2.72398,0.481068,1.68014,-2.72399
1760679853046981853,-0.134506,1.2239,-2.72314,0.134529,1.22388,-2.72313,-0.481028,1.68067,-2.72398,0.481068,1.68013,-2.72399
1760679853048091805,-0.134506,1.2239,-2.72314,0.134529,1.22388,-2.72313,-0.481028,1.68067,-2.72398,0.481068,1.68013,-2.72399
1760679853049151972,-0.134506,1.2239,-2.72314,0.134529,1.22388,-2.72313,-0.481029,1.68067,-2.72398,0.481068,1.68013,-2.72399
1760679853050275219,-0.134506,1.2239,-2.72314,0.134529,1.22388,-2.72313,-0.481029,1.68067,-2.72398,0.481068,1.68013,-2.72399
1760679853051410970,-0.134505,1.2239,-2.72314,0.134529,1.22388,-2.72313,-0.481029,1.68067,-2.72398,0.481069,1.68013,-2.72399
1760679853052519479,-0.134505,1.2239,-2.72314,0.134529,1.22388,-2.72313,-0.481029,1.68067,-2.72398,0.481069,1.68013,-2.72399
1760679853053632627,-0.134505,1.2239,-2.72314,0.134529,1.22388,-2.72313,-0.481029,1.68067,-2.72398,0.481069,1.68013,-2.72399
1760679853054726348,-0.134505,1.2239,-2.72314,0.134529,1.22388,-2.72313,-0.481029,1.68067,-2.72398,0.481069,1.68013,-2.72399
1760679853055821992,-0.134505,1.2239,-2.72314,0.134529,1.22388,-2.72313,-0.48103,1.68066,-2.72398,0.481069,1.68013,-2.72399
1760679853056929109,-0.134505,1.2239,-2.72314,0.134529,1.22388,-2.72313,-0.48103,1.68066,-2.72398,0.48107,1.68013,-2.72399
1760679853058018612,-0.134505,1.2239,-2.72314,0.134529,1.22388,-2.72313,-0.48103,1.68066,-2.72398,0.48107,1.68013,-2.72399
1760679853059115589,-0.134505,1.2239,-2.72314,0.134528,1.22388,-2.72313,-0.48103,1.68066,-2.72398,0.48107,1.68013,-2.72399
1760679853060204391,-0.134505,1.2239,-2.72314,0.134528,1.22388,-2.72313,-0.48103,1.68066,-2.72398,0.48107,1.68013,-2.72399
1760679853061299214,-0.134504,1.2239,-2.72314,0.134528,1.22388,-2.72313,-0.48103,1.68066,-2.72398,0.48107,1.68012,-2.72399
1760679853062405008,-0.134504,1.2239,-2.72314,0.134528,1.22388,-2.72313,-0.48103,1.68066,-2.72398,0.48107,1.68012,-2.72399
1760679853063490914,-0.134504,1.2239,-2.72314,0.134528,1.22388,-2.72313,-0.481031,1.68066,-2.72398,0.48107,1.68012,-2.72399
1760679853064601317,-0.134504,1.2239,-2.72314,0.134528,1.22388,-2.72313,-0.481031,1.68066,-2.72398,0.48107,1.68012,-2.72399
1760679853065714374,-0.134504,1.2239,-2.72314,0.134528,1.22388,-2.72313,-0.481031,1.68066,-2.72398,0.48107,1.68012,-2.72399
1760679853066815399,-0.134504,1.2239,-2.72314,0.134528,1.22388,-2.72313,-0.481031,1.68066,-2.72398,0.481071,1.68012,-2.72399
1760679853067923507,-0.134504,1.2239,-2.72314,0.134528,1.22388,-2.72313,-0.481031,1.68066,-2.72398,0.481071,1.68012,-2.72399
1760679853069003652,-0.134504,1.2239,-2.72314,0.134527,1.22388,-2.72313,-0.481032,1.68066,-2.72398,0.481071,1.68012,-2.72399
1760679853070097454,-0.134504,1.2239,-2.72314,0.134527,1.22388,-2.72313,-0.481032,1.68066,-2.72398,0.481071,1.68012,-2.72399
1760679853071147091,-0.134504,1.2239,-2.72314,0.134527,1.22388,-2.72313,-0.481032,1.68065,-2.72398,0.481072,1.68012,-2.72399
1760679853072239480,-0.134504,1.2239,-2.72314,0.134527,1.22388,-2.72313,-0.481032,1.68065,-2.72398,0.481072,1.68012,-2.72399
1760679853073359511,-0.134503,1.2239,-2.72314,0.134527,1.22388,-2.72313,-0.481032,1.68065,-2.72398,0.481072,1.68012,-2.72399
1760679853074451639,-0.134503,1.2239,-2.72314,0.134527,1.22388,-2.72313,-0.481032,1.68065,-2.72398,0.481072,1.68012,-2.72399
1760679853075537445,-0.134503,1.2239,-2.72314,0.134527,1.22388,-2.72313,-0.481033,1.68065,-2.72398,0.481072,1.68012,-2.72399
1760679853076637999,-0.134503,1.2239,-2.72314,0.134527,1.22388,-2.72313,-0.481033,1.68065,-2.72398,0.481072,1.68012,-2.72399
1760679853077806812,-0.134503,1.2239,-2.72314,0.134527,1.22388,-2.72313,-0.481033,1.68065,-2.72398,0.481072,1.68012,-2.72399
1760679853078901445,-0.134503,1.2239,-2.72314,0.134527,1.22388,-2.72313,-0.481033,1.68065,-2.72398,0.481073,1.68011,-2.72399
1760679853079989184,-0.134503,1.2239,-2.72314,0.134527,1.22388,-2.72313,-0.481033,1.68065,-2.72398,0.481073,1.68011,-2.72399
1760679853081087093,-0.134503,1.2239,-2.72314,0.134526,1.22388,-2.72313,-0.481034,1.68065,-2.72398,0.481073,1.68011,-2.72399
1760679853082146018,-0.134503,1.2239,-2.72314,0.134526,1.22388,-2.72313,-0.481034,1.68065,-2.72398,0.481073,1.68011,-2.72399
1760679853083238798,-0.134503,1.2239,-2.72314,0.134526,1.22388,-2.72313,-0.481034,1.68065,-2.72398,0.481074,1.68011,-2.72399
1760679853084326297,-0.134503,1.2239,-2.72314,0.134526,1.22388,-2.72313,-0.481034,1.68065,-2.72398,0.481074,1.68011,-2.72399
1760679853085491674,-0.134502,1.2239,-2.72314,0.134526,1.22388,-2.72313,-0.481034,1.68064,-2.72398,0.481074,1.68011,-2.72399
1760679853086624358,-0.134502,1.2239,-2.72314,0.134526,1.22388,-2.72313,-0.481034,1.68064,-2.72398,0.481074,1.68011,-2.72399
1760679853087717649,-0.134502,1.2239,-2.72314,0.134526,1.22388,-2.72313,-0.481034,1.68064,-2.72398,0.481074,1.68011,-2.72399
1760679853088820377,-0.134502,1.2239,-2.72314,0.134526,1.22388,-2.72313,-0.481034,1.68064,-2.72398,0.481074,1.68011,-2.72399
1760679853089918125,-0.134502,1.2239,-2.72314,0.134526,1.22388,-2.72313,-0.481035,1.68064,-2.72398,0.481075,1.68011,-2.72399
1760679853091021334,-0.134502,1.2239,-2.72314,0.134525,1.22388,-2.72313,-0.481035,1.68064,-2.72398,0.481075,1.6801,-2.72399
1760679853092142517,-0.134502,1.2239,-2.72314,0.134525,1.22388,-2.72313,-0.481035,1.68064,-2.72398,0.481075,1.6801,-2.72399
1760679853093239034,-0.134502,1.2239,-2.72314,0.134525,1.22388,-2.72313,-0.481035,1.68064,-2.72398,0.481075,1.6801,-2.72399
1760679853094342132,-0.134502,1.2239,-2.72314,0.134525,1.22388,-2.72313,-0.481035,1.68064,-2.72398,0.481075,1.6801,-2.72399
1760679853095436234,-0.134501,1.2239,-2.72314,0.134525,1.22388,-2.72313,-0.481036,1.68064,-2.72398,0.481076,1.6801,-2.72399
1760679853096533722,-0.134501,1.2239,-2.72314,0.134525,1.22388,-2.72313,-0.481036,1.68064,-2.72398,0.481076,1.6801,-2.72399
1760679853097628836,-0.134501,1.2239,-2.72314,0.134525,1.22388,-2.72313,-0.481036,1.68064,-2.72398,0.481076,1.6801,-2.72399
1760679853098745631,-0.134501,1.2239,-2.72314,0.134525,1.22388,-2.72313,-0.481036,1.68064,-2.72398,0.481076,1.6801,-2.72399
1760679853099828331,-0.134501,1.2239,-2.72314,0.134525,1.22388,-2.72313,-0.481036,1.68064,-2.72398,0.481076,1.6801,-2.72399
1760679853100947210,-0.134501,1.2239,-2.72314,0.134525,1.22388,-2.72313,-0.481036,1.68064,-2.72398,0.481076,1.6801,-2.72399
1760679853102038356,-0.134501,1.2239,-2.72314,0.134525,1.22388,-2.72313,-0.481037,1.68063,-2.72398,0.481077,1.6801,-2.72399
1760679853103135944,-0.134501,1.2239,-2.72314,0.134524,1.22388,-2.72313,-0.481037,1.68063,-2.72398,0.481077,1.6801,-2.72399
1760679853104236127,-0.134501,1.2239,-2.72314,0.134524,1.22388,-2.72313,-0.481037,1.68063,-2.72398,0.481077,1.6801,-2.72399
1760679853105319589,-0.134501,1.2239,-2.72314,0.134524,1.22388,-2.72313,-0.481037,1.68063,-2.72398,0.481077,1.6801,-2.72399
1760679853110273369,-0.134501,1.2239,-2.72314,0.134524,1.22388,-2.72313,-0.481037,1.68063,-2.72398,0.481077,1.6801,-2.72399
1760679853111768270,-0.1345,1.2239,-2.72314,0.134524,1.22388,-2.72313,-0.481038,1.68063,-2.72398,0.481078,1.68009,-2.72399
1760679853112837034,-0.1345,1.2239,-2.72314,0.134524,1.22388,-2.72313,-0.481038,1.68063,-2.72398,0.481078,1.68009,-2.72399
1760679853113988434,-0.1345,1.2239,-2.72314,0.134524,1.22388,-2.72313,-0.481038,1.68063,-2.72398,0.481078,1.68009,-2.72399
1760679853115171935,-0.1345,1.2239,-2.72314,0.134523,1.22388,-2.72313,-0.481039,1.68062,-2.72398,0.481079,1.68009,-2.72399
1760679853116330309,-0.1345,1.2239,-2.72314,0.134523,1.22388,-2.72313,-0.481039,1.68062,-2.72398,0.481079,1.68009,-2.72399
1760679853117858091,-0.1345,1.2239,-2.72314,0.134523,1.22388,-2.72313,-0.481039,1.68062,-2.72398,0.481079,1.68009,-2.72399
1760679853118633229,-0.1345,1.2239,-2.72314,0.134523,1.22388,-2.72313,-0.481039,1.68062,-2.72398,0.481079,1.68009,-2.72399
1760679853119821880,-0.1345,1.2239,-2.72314,0.134523,1.22388,-2.72313,-0.481039,1.68062,-2.72398,0.481079,1.68009,-2.72399
1760679853120958182,-0.134499,1.2239,-2.72314,0.134523,1.22388,-2.72313,-0.48104,1.68062,-2.72398,0.48108,1.68009,-2.72399
1760679853122768961,-0.134499,1.2239,-2.72314,0.134523,1.22388,-2.72313,-0.48104,1.68062,-2.72398,0.48108,1.68009,-2.72399
1760679853123183616,-0.134499,1.2239,-2.72314,0.134523,1.22388,-2.72313,-0.48104,1.68062,-2.72398,0.48108,1.68008,-2.72399
1760679853124755542,-0.134499,1.2239,-2.72314,0.134523,1.22388,-2.72313,-0.48104,1.68062,-2.72398,0.48108,1.68008,-2.72399
1760679853126991486,-0.134499,1.2239,-2.72314,0.134522,1.22388,-2.72313,-0.48104,1.68062,-2.72398,0.48108,1.68008,-2.72399
1760679853128110004,-0.134499,1.2239,-2.72314,0.134522,1.22388,-2.72313,-0.481041,1.68062,-2.72398,0.481081,1.68008,-2.72399
1760679853129204386,-0.134498,1.2239,-2.72314,0.134522,1.22388,-2.72313,-0.481041,1.68062,-2.72398,0.481081,1.68008,-2.72399
1760679853130298228,-0.134498,1.2239,-2.72314,0.134522,1.22388,-2.72313,-0.481041,1.68062,-2.72398,0.481081,1.68008,-2.72399
1760679853131399703,-0.134498,1.2239,-2.72314,0.134522,1.22388,-2.72313,-0.481041,1.68061,-2.72398,0.481081,1.68008,-2.72399
1760679853132498253,-0.134498,1.2239,-2.72314,0.134522,1.22388,-2.72313,-0.481041,1.68061,-2.72398,0.481081,1.68008,-2.72399
1760679853133599288,-0.134498,1.2239,-2.72314,0.134522,1.22388,-2.72313,-0.481041,1.68061,-2.72398,0.481081,1.68008,-2.72399
1760679853134699562,-0.134498,1.2239,-2.72314,0.134522,1.22388,-2.72313,-0.481041,1.68061,-2.72398,0.481082,1.68008,-2.72399
1760679853139933252,-0.134498,1.2239,-2.72314,0.134522,1.22388,-2.72313,-0.481042,1.68061,-2.72398,0.481082,1.68008,-2.72399
1760679853140305397,-0.134498,1.2239,-2.72314,0.134522,1.22388,-2.72313,-0.481042,1.68061,-2.72398,0.481082,1.68008,-2.72399
1760679853141411862,-0.134497,1.2239,-2.72314,0.134521,1.22388,-2.72313,-0.481043,1.68061,-2.72398,0.481083,1.68007,-2.72399
1760679853142516173,-0.134497,1.2239,-2.72314,0.134521,1.22388,-2.72313,-0.481043,1.68061,-2.72398,0.481083,1.68007,-2.72399
1760679853143616176,-0.134497,1.2239,-2.72314,0.134521,1.22388,-2.72313,-0.481043,1.68061,-2.72398,0.481083,1.68007,-2.72399
1760679853144719515,-0.134497,1.2239,-2.72314,0.134521,1.22388,-2.72313,-0.481043,1.68061,-2.72398,0.481083,1.68007,-2.72399
1760679853145810130,-0.134497,1.2239,-2.72314,0.134521,1.22388,-2.72313,-0.481043,1.6806,-2.72398,0.481084,1.68007,-2.72399
1760679853146910845,-0.134497,1.2239,-2.72314,0.134521,1.22388,-2.72313,-0.481044,1.6806,-2.72398,0.481084,1.68007,-2.72399
1760679853148013933,-0.134497,1.2239,-2.72314,0.134521,1.22388,-2.72313,-0.481044,1.6806,-2.72398,0.481084,1.68007,-2.72399
1760679853149124687,-0.134497,1.2239,-2.72314,0.13452,1.22388,-2.72313,-0.481044,1.6806,-2.72398,0.481084,1.68007,-2.72399
1760679853150229348,-0.134497,1.2239,-2.72314,0.13452,1.22388,-2.72313,-0.481044,1.6806,-2.72398,0.481084,1.68007,-2.72399
1760679853151327007,-0.134497,1.2239,-2.72314,0.13452,1.22388,-2.72313,-0.481044,1.6806,-2.72398,0.481084,1.68007,-2.72399
1760679853152422742,-0.134497,1.2239,-2.72314,0.13452,1.22388,-2.72313,-0.481044,1.6806,-2.72398,0.481084,1.68007,-2.72399
1760679853153527423,-0.134496,1.2239,-2.72314,0.13452,1.22388,-2.72313,-0.481045,1.6806,-2.72398,0.481085,1.68006,-2.72399
1760679853154657023,-0.134496,1.2239,-2.72314,0.13452,1.22388,-2.72313,-0.481045,1.6806,-2.72398,0.481085,1.68006,-2.72399
1760679853155763728,-0.134496,1.2239,-2.72314,0.13452,1.22388,-2.72313,-0.481045,1.6806,-2.72398,0.481085,1.68006,-2.72399
1760679853156849845,-0.134496,1.2239,-2.72314,0.13452,1.22388,-2.72313,-0.481045,1.6806,-2.72398,0.481085,1.68006,-2.72399
1760679853157955288,-0.134496,1.2239,-2.72314,0.13452,1.22388,-2.72313,-0.481045,1.6806,-2.72398,0.481085,1.68006,-2.72399
1760679853159055561,-0.134496,1.2239,-2.72314,0.134519,1.22388,-2.72313,-0.481045,1.6806,-2.72398,0.481086,1.68006,-2.72399
1760679853160159261,-0.134496,1.2239,-2.72314,0.134519,1.22388,-2.72313,-0.481045,1.6806,-2.72398,0.481086,1.68006,-2.72399
1760679853161261929,-0.134496,1.2239,-2.72314,0.134519,1.22388,-2.72313,-0.481046,1.68059,-2.72398,0.481086,1.68006,-2.72399
1760679853162399243,-0.134496,1.2239,-2.72314,0.134519,1.22388,-2.72313,-0.481046,1.68059,-2.72398,0.481086,1.68006,-2.72399
1760679853163494687,-0.134495,1.2239,-2.72314,0.134519,1.22388,-2.72313,-0.481046,1.68059,-2.72398,0.481086,1.68006,-2.72399
1760679853164598517,-0.134495,1.2239,-2.72314,0.134519,1.22388,-2.72313,-0.481046,1.68059,-2.72398,0.481086,1.68006,-2.72399
1760679853165699482,-0.134495,1.2239,-2.72314,0.134519,1.22388,-2.72313,-0.481046,1.68059,-2.72398,0.481086,1.68006,-2.72399
1760679853166789125,-0.134495,1.2239,-2.72314,0.134519,1.22388,-2.72313,-0.481046,1.68059,-2.72398,0.481087,1.68006,-2.72399
1760679853167890882,-0.134495,1.2239,-2.72314,0.134519,1.22388,-2.72313,-0.481047,1.68059,-2.72398,0.481087,1.68005,-2.72399
1760679853168998539,-0.134495,1.2239,-2.72314,0.134519,1.22388,-2.72313,-0.481047,1.68059,-2.72398,0.481087,1.68005,-2.72399
1760679853170116766,-0.134495,1.2239,-2.72314,0.134519,1.22388,-2.72313,-0.481047,1.68059,-2.72398,0.481087,1.68005,-2.72399
1760679853171253218,-0.134495,1.2239,-2.72314,0.134518,1.22388,-2.72313,-0.481047,1.68059,-2.72398,0.481088,1.68005,-2.72399
1760679853172350897,-0.134495,1.2239,-2.72314,0.134518,1.22388,-2.72313,-0.481047,1.68059,-2.72398,0.481088,1.68005,-2.72399
1760679853173447894,-0.134495,1.2239,-2.72314,0.134518,1.22388,-2.72313,-0.481048,1.68059,-2.72398,0.481088,1.68005,-2.72399
1760679853174550913,-0.134495,1.2239,-2.72314,0.134518,1.22388,-2.72313,-0.481048,1.68059,-2.72398,0.481088,1.68005,-2.72399
1760679853175645375,-0.134494,1.2239,-2.72314,0.134518,1.22388,-2.72313,-0.481048,1.68058,-2.72398,0.481088,1.68005,-2.72399
1760679853176753503,-0.134494,1.2239,-2.72314,0.134518,1.22388,-2.72313,-0.481048,1.68058,-2.72398,0.481088,1.68005,-2.72399
1760679853177844880,-0.134494,1.2239,-2.72314,0.134518,1.22389,-2.72313,-0.481048,1.68058,-2.72398,0.481089,1.68005,-2.72399
1760679853185089458,-0.134494,1.2239,-2.72314,0.134518,1.22389,-2.72313,-0.481048,1.68058,-2.72398,0.481089,1.68005,-2.72399
